	index	Date	HomeTeam	AwayTeam	FTHG	FTAG	HS	AS	HST	AST	HTHG	HTAG	HF	AF	FTR	HTR	HY	AY	HR	AR	WHH	WHD	WHA	Season	watch	AGS	AGA	AYC	ARC	AWW	HGS	HGA	HYC	HRC	HWW
2047	2199	2006-10-14	Liverpool	Blackburn	1	1	18	5	9	3	0	1	6	15	D	A	1	3	0	0	1.4	3.75	7.0	06	0	1.1428571428571428	1.2857142857142858	2.5714285714285716	0.2857142857142857	0.42857142857142855	1.1428571428571428	1.1428571428571428	1.5714285714285714	0.0	0.0
2048	2200	2006-10-14	Man City	Sheffield United	0	0	14	7	6	3	0	0	14	12	D	D	0	1	0	0	1.7	3.2	4.5	06	0	0.5714285714285714	1.4285714285714286	1.5714285714285714	0.0	0.0	0.8571428571428571	1.2857142857142858	2.142857142857143	0.2857142857142857	0.14285714285714285
2049	2201	2006-10-14	Middlesbrough	Everton	2	1	9	12	6	8	1	0	12	9	H	H	1	0	0	0	2.5	3.1	2.5	06	1	1.7142857142857142	0.8571428571428571	2.0	0.2857142857142857	0.14285714285714285	0.8571428571428571	1.7142857142857142	2.5714285714285716	0.14285714285714285	0.2857142857142857
2050	2202	2006-10-14	Portsmouth	West Ham	2	0	18	6	6	3	1	0	20	11	H	H	4	4	0	0	1.8	3.3	3.75	06	0	0.8571428571428571	1.4285714285714286	1.5714285714285714	0.0	0.14285714285714285	1.4285714285714286	0.42857142857142855	1.1428571428571428	0.0	0.2857142857142857
2051	2203	2006-10-14	Reading	Chelsea	0	1	5	7	0	4	0	1	16	7	A	A	3	2	1	1	6.5	3.6	1.44	06	0	1.7142857142857142	0.5714285714285714	1.4285714285714286	0.14285714285714285	0.0	1.2857142857142858	1.0	1.0	0.14285714285714285	0.14285714285714285
2052	2204	2006-10-14	Wigan	Man United	1	3	6	12	2	5	1	0	7	8	A	H	0	2	0	0	6.0	3.4	1.5	06	1	2.0	0.5714285714285714	1.1428571428571428	0.0	0.2857142857142857	1.0	1.3333333333333333	2.6666666666666665	0.0	0.5
2053	2205	2006-10-15	Newcastle	Bolton	1	2	10	7	3	5	1	0	21	15	A	H	3	3	0	0	2.2	3.1	2.87	06	0	1.0	0.42857142857142855	1.8571428571428572	0.14285714285714285	0.0	0.8571428571428571	1.4285714285714286	1.8571428571428572	0.14285714285714285	0.14285714285714285
2054	2206	2006-10-16	Fulham	Charlton	2	1	11	10	6	3	0	0	9	12	H	D	1	3	0	0	1.9	3.2	3.5	06	0	0.7142857142857143	1.8571428571428572	1.4285714285714286	0.2857142857142857	0.2857142857142857	1.1428571428571428	1.7142857142857142	1.7142857142857142	0.0	0.2857142857142857
2055	2207	2006-10-21	Aston Villa	Fulham	1	1	3	5	1	2	1	1	12	13	D	D	0	2	0	0	1.66	3.1	5.0	06	0	1.25	1.625	1.625	0.0	0.25	1.25	0.625	1.25	0.0	0.0
2056	2208	2006-10-21	Charlton	Watford	0	0	16	8	8	3	0	0	13	17	D	D	2	0	0	0	1.9	3.1	3.6	06	0	0.875	1.625	1.125	0.0	0.25	0.75	1.875	1.625	0.25	0.25
2057	2209	2006-10-21	Chelsea	Portsmouth	2	1	26	10	18	1	0	0	6	12	H	D	3	2	0	0	1.25	4.5	10.0	06	0	1.5	0.375	1.5	0.0	0.25	1.625	0.5	1.5	0.25	0.0
2058	2210	2006-10-21	Everton	Sheffield United	2	0	13	10	5	4	2	0	13	11	H	H	0	1	0	1	1.57	3.3	5.5	06	0	0.5	1.25	1.5	0.0	0.0	1.625	1.0	1.75	0.25	0.25
2059	2211	2006-10-21	Wigan	Man City	4	0	12	9	5	4	2	0	14	13	H	H	1	1	0	0	2.25	3.1	2.8	06	1	0.75	1.125	1.875	0.25	0.125	1.0	1.5714285714285714	2.2857142857142856	0.0	0.5714285714285714
2060	2212	2006-10-22	Blackburn	Bolton	0	1	24	8	11	7	0	0	12	16	A	D	2	2	0	1	2.25	3.0	2.87	06	0	1.125	0.5	2.0	0.125	0.0	1.125	1.25	2.625	0.25	0.375
2061	2213	2006-10-22	Man United	Liverpool	2	0	10	13	8	5	1	0	14	21	H	H	1	3	0	0	1.83	3.0	4.0	06	0	1.125	1.125	1.5	0.0	0.0	2.125	0.625	1.25	0.0	0.375
2062	2214	2006-10-22	Middlesbrough	Newcastle	1	0	19	13	8	4	0	0	17	13	H	D	2	0	0	0	2.1	3.1	3.1	06	0	0.875	1.5	2.0	0.125	0.125	1.0	1.625	2.375	0.125	0.375
2063	2215	2006-10-22	Reading	Arsenal	0	4	3	16	1	9	0	2	6	6	A	A	0	0	0	0	6.0	3.3	1.53	06	1	1.5714285714285714	0.5714285714285714	1.5714285714285714	0.0	0.14285714285714285	1.125	1.0	1.25	0.25	0.125
2064	2216	2006-10-22	Tottenham	West Ham	1	0	13	5	5	2	1	0	14	15	H	H	3	4	0	0	1.66	3.3	4.5	06	0	0.75	1.5	1.875	0.0	0.125	0.625	1.25	0.875	0.125	0.0
2065	2217	2006-10-28	Arsenal	Everton	1	1	26	2	12	2	0	1	6	21	D	A	2	3	0	0	1.33	4.0	8.0	06	0	1.6666666666666667	0.8888888888888888	1.5555555555555556	0.2222222222222222	0.2222222222222222	1.875	0.5	1.375	0.0	0.25
2066	2218	2006-10-28	Bolton	Man United	0	4	8	15	3	10	0	2	18	11	A	A	2	2	0	0	4.0	3.1	1.8	06	1	2.111111111111111	0.5555555555555556	1.2222222222222223	0.0	0.3333333333333333	1.1111111111111112	0.4444444444444444	2.0	0.2222222222222222	0.0
2067	2219	2006-10-28	Fulham	Wigan	0	1	4	15	1	7	0	0	11	12	A	D	1	2	0	0	1.9	3.2	3.5	06	0	1.375	1.375	2.125	0.0	0.625	1.2222222222222223	1.5555555555555556	1.6666666666666667	0.0	0.2222222222222222
2068	2220	2006-10-28	Liverpool	Aston Villa	3	1	19	7	6	5	3	0	11	17	H	H	0	1	0	0	1.61	3.1	5.5	06	1	1.2222222222222223	0.6666666666666666	1.1111111111111112	0.0	0.0	1.0	1.2222222222222223	1.6666666666666667	0.0	0.0
2069	2221	2006-10-28	Newcastle	Charlton	0	0	20	8	10	4	0	0	12	9	D	D	1	1	0	0	1.72	3.2	4.33	06	0	0.6666666666666666	1.6666666666666667	1.6666666666666667	0.2222222222222222	0.2222222222222222	0.7777777777777778	1.4444444444444444	1.7777777777777777	0.1111111111111111	0.1111111111111111
2070	2222	2006-10-28	Portsmouth	Reading	3	1	18	8	12	4	1	0	18	6	H	H	0	0	0	0	1.8	3.1	4.0	06	1	1.0	1.3333333333333333	1.1111111111111112	0.2222222222222222	0.2222222222222222	1.4444444444444444	0.5555555555555556	1.5555555555555556	0.0	0.2222222222222222
2071	2223	2006-10-28	Sheffield United	Chelsea	0	2	6	10	2	7	0	1	15	12	A	A	2	0	0	0	8.0	4.0	1.33	06	0	1.6666666666666667	0.5555555555555556	1.6666666666666667	0.2222222222222222	0.0	0.4444444444444444	1.3333333333333333	1.4444444444444444	0.1111111111111111	0.0
2072	2224	2006-10-28	Watford	Tottenham	0	0	9	11	2	8	0	0	14	14	D	D	3	1	0	0	3.0	3.1	2.15	06	0	0.6666666666666666	1.1111111111111112	1.1111111111111112	0.1111111111111111	0.0	0.7777777777777778	1.4444444444444444	1.0	0.0	0.2222222222222222
2073	2225	2006-10-29	West Ham	Blackburn	2	1	9	13	5	7	1	0	16	10	H	H	1	1	0	0	2.37	3.1	2.62	06	0	1.0	1.2222222222222223	2.5555555555555554	0.2222222222222222	0.3333333333333333	0.6666666666666666	1.4444444444444444	2.111111111111111	0.0	0.1111111111111111
2074	2226	2006-10-30	Man City	Middlesbrough	1	0	14	4	5	0	1	0	16	22	H	H	2	4	0	0	2.25	3.1	2.8	06	0	1.0	1.4444444444444444	2.3333333333333335	0.1111111111111111	0.3333333333333333	0.6666666666666666	1.4444444444444444	1.7777777777777777	0.2222222222222222	0.2222222222222222
2075	2227	2006-11-04	Bolton	Wigan	0	1	13	9	5	3	0	0	15	14	A	D	1	2	0	0	1.72	3.2	4.33	06	0	1.3333333333333333	1.2222222222222223	2.111111111111111	0.0	0.5555555555555556	1.0	0.8	2.0	0.2	0.1
2076	2228	2006-11-04	Charlton	Man City	1	0	18	15	11	9	1	0	10	9	H	H	1	2	0	0	2.3	3.1	2.75	06	1	0.7	1.3	1.8	0.2	0.2	0.6	1.5	1.6	0.2	0.2
2077	2229	2006-11-04	Fulham	Everton	1	0	5	5	3	3	0	0	8	17	H	D	0	1	0	0	2.6	3.1	2.4	06	0	1.6	0.9	1.7	0.2	0.2	1.1	1.5	1.6	0.0	0.2
2078	2230	2006-11-04	Liverpool	Reading	2	0	21	5	10	2	1	0	8	14	H	H	0	2	0	0	1.36	3.75	8.0	06	0	1.0	1.5	1.0	0.2	0.3	1.2	1.2	1.5	0.0	0.1
2079	2231	2006-11-04	Man United	Portsmouth	3	0	18	8	11	5	2	0	6	9	H	H	0	1	0	0	1.3	4.2	8.5	06	0	1.6	0.6	1.4	0.0	0.3	2.3	0.5	1.3	0.0	0.4
2080	2232	2006-11-04	Newcastle	Sheffield United	0	1	11	12	3	6	0	0	16	12	A	D	3	2	0	0	1.72	3.2	4.33	06	0	0.4	1.4	1.5	0.1	0.0	0.7	1.3	1.7	0.1	0.1
2081	2233	2006-11-04	Watford	Middlesbrough	2	0	14	5	6	2	1	0	15	15	H	H	1	1	0	0	2.37	3.0	2.7	06	0	0.9	1.4	2.5	0.1	0.3	0.7	1.3	1.2	0.0	0.2
2082	2234	2006-11-05	Aston Villa	Blackburn	2	0	8	5	5	3	1	0	15	13	H	H	1	3	0	0	1.8	3.1	4.0	06	0	1.0	1.3	2.4	0.2	0.3	1.2	0.9	1.1	0.0	0.1
2083	2235	2006-11-05	Tottenham	Chelsea	2	1	8	17	3	10	1	1	15	15	H	D	3	5	0	1	4.5	3.3	1.66	06	0	1.7	0.5	1.5	0.2	0.0	0.6	1.0	1.1	0.1	0.0
2084	2236	2006-11-05	West Ham	Arsenal	1	0	11	11	5	5	0	0	11	8	H	D	3	2	0	0	5.5	3.3	1.57	06	0	1.7777777777777777	0.5555555555555556	1.4444444444444444	0.0	0.2222222222222222	0.8	1.4	2.0	0.0	0.1
2085	2237	2006-11-11	Blackburn	Man United	0	1	9	14	4	7	0	0	17	8	A	D	4	3	0	0	6.0	3.3	1.53	06	0	2.3636363636363638	0.45454545454545453	1.1818181818181819	0.0	0.36363636363636365	0.9090909090909091	1.3636363636363635	2.4545454545454546	0.18181818181818182	0.2727272727272727
2086	2238	2006-11-11	Chelsea	Watford	4	0	14	2	8	1	2	0	13	14	H	H	1	1	0	0	1.14	5.5	15.0	06	1	0.8181818181818182	1.1818181818181819	1.1818181818181819	0.0	0.18181818181818182	1.6363636363636365	0.6363636363636364	1.8181818181818181	0.2727272727272727	0.0
2087	2239	2006-11-11	Everton	Aston Villa	0	1	10	17	4	9	0	1	16	19	A	A	2	3	0	0	2.1	2.87	3.3	06	0	1.2727272727272727	0.8181818181818182	1.0909090909090908	0.0	0.09090909090909091	1.4545454545454546	0.9090909090909091	1.6363636363636365	0.18181818181818182	0.18181818181818182
2088	2240	2006-11-11	Man City	Newcastle	0	0	15	8	8	3	0	0	18	11	D	D	1	3	0	0	1.83	3.2	3.75	06	0	0.6363636363636364	1.2727272727272727	1.8181818181818181	0.09090909090909091	0.09090909090909091	0.6363636363636364	1.2727272727272727	1.8181818181818181	0.18181818181818182	0.2727272727272727
2089	2241	2006-11-11	Middlesbrough	West Ham	1	0	11	11	8	7	0	0	7	10	H	D	1	3	0	0	2.2	3.1	2.87	06	0	0.8181818181818182	1.2727272727272727	2.090909090909091	0.0	0.09090909090909091	0.8181818181818182	1.4545454545454546	2.3636363636363638	0.09090909090909091	0.2727272727272727
2090	2242	2006-11-11	Portsmouth	Fulham	1	1	23	7	12	4	0	0	11	7	D	D	0	3	0	0	1.8	3.1	4.0	06	0	1.0909090909090908	1.3636363636363635	1.4545454545454546	0.0	0.18181818181818182	1.4545454545454546	0.8181818181818182	1.3636363636363635	0.0	0.2727272727272727
2091	2243	2006-11-11	Sheffield United	Bolton	2	2	8	6	4	4	0	1	5	6	D	A	1	1	0	0	2.75	3.1	2.3	06	1	0.9090909090909091	0.8181818181818182	1.9090909090909092	0.18181818181818182	0.09090909090909091	0.45454545454545453	1.2727272727272727	1.5454545454545454	0.09090909090909091	0.0
2092	2244	2006-11-11	Wigan	Charlton	3	2	8	7	5	4	2	0	18	11	H	H	2	0	0	0	1.83	3.2	3.75	06	1	0.6363636363636364	1.3636363636363635	1.5454545454545454	0.18181818181818182	0.2727272727272727	1.3	1.1	2.1	0.0	0.5
2093	2245	2006-11-12	Arsenal	Liverpool	3	0	7	10	7	4	1	0	7	12	H	H	2	3	0	0	2.0	2.87	3.6	06	0	1.2727272727272727	1.0909090909090908	1.3636363636363635	0.0	0.09090909090909091	1.6	0.6	1.5	0.0	0.2
2094	2246	2006-11-12	Reading	Tottenham	3	1	8	9	4	3	2	1	14	7	H	H	1	1	0	0	2.8	3.1	2.25	06	1	0.7272727272727273	1.0	1.2727272727272727	0.09090909090909091	0.0	0.9090909090909091	1.5454545454545454	1.0909090909090908	0.18181818181818182	0.2727272727272727
2095	2247	2006-11-18	Arsenal	Newcastle	1	1	23	2	10	1	0	1	10	9	D	A	2	5	0	0	1.28	4.2	9.0	06	0	0.5833333333333334	1.1666666666666667	1.9166666666666667	0.08333333333333333	0.08333333333333333	1.7272727272727273	0.5454545454545454	1.5454545454545454	0.0	0.18181818181818182
2096	2248	2006-11-18	Chelsea	West Ham	1	0	19	7	9	1	1	0	10	8	H	H	1	4	0	0	1.25	4.5	10.0	06	0	0.75	1.25	2.1666666666666665	0.0	0.08333333333333333	1.8333333333333333	0.5833333333333334	1.75	0.25	0.08333333333333333
2097	2249	2006-11-18	Everton	Bolton	1	0	9	13	2	2	0	0	18	14	H	D	3	0	0	0	2.2	3.0	3.0	06	0	1.0	0.9166666666666666	1.8333333333333333	0.16666666666666666	0.16666666666666666	1.3333333333333333	0.9166666666666666	1.6666666666666667	0.16666666666666666	0.16666666666666666
2098	2250	2006-11-18	Man City	Fulham	3	1	15	7	7	2	3	0	22	12	H	H	1	1	0	0	2.05	3.0	3.3	06	1	1.0833333333333333	1.3333333333333333	1.5833333333333333	0.0	0.16666666666666666	0.5833333333333334	1.1666666666666667	1.75	0.16666666666666666	0.25
2099	2251	2006-11-18	Middlesbrough	Liverpool	0	0	1	17	1	10	0	0	14	3	D	D	0	0	0	0	3.5	3.1	1.95	06	0	1.1666666666666667	1.25	1.5	0.0	0.08333333333333333	0.8333333333333334	1.3333333333333333	2.25	0.08333333333333333	0.25
2100	2252	2006-11-18	Portsmouth	Watford	2	1	17	8	11	4	1	1	14	18	H	D	1	3	0	0	1.57	3.3	5.5	06	0	0.75	1.4166666666666667	1.1666666666666667	0.0	0.25	1.4166666666666667	0.8333333333333334	1.2499999999999998	0.0	0.25
2101	2253	2006-11-18	Reading	Charlton	2	0	11	4	4	2	1	0	6	11	H	H	0	3	0	0	1.83	3.2	3.75	06	0	0.75	1.5	1.4166666666666667	0.16666666666666666	0.3333333333333333	1.0833333333333333	1.5	1.0833333333333333	0.16666666666666666	0.3333333333333333
2102	2254	2006-11-18	Sheffield United	Man United	1	2	5	22	3	15	1	1	19	10	A	D	1	1	0	0	8.0	4.0	1.33	06	0	2.25	0.4166666666666667	1.3333333333333333	0.0	0.3333333333333333	0.5833333333333334	1.3333333333333333	1.5	0.08333333333333333	0.08333333333333333
2103	2255	2006-11-19	Blackburn	Tottenham	1	1	6	13	3	5	1	0	17	16	D	H	0	1	1	1	2.37	3.1	2.62	06	0	0.75	1.1666666666666667	1.25	0.08333333333333333	0.08333333333333333	0.8333333333333334	1.3333333333333333	2.5833333333333335	0.16666666666666666	0.25
2104	2256	2006-11-19	Wigan	Aston Villa	0	0	14	7	5	3	0	0	6	11	D	D	1	0	0	0	2.37	3.1	2.62	06	0	1.25	0.75	1.25	0.0	0.08333333333333333	1.4545454545454546	1.1818181818181819	2.090909090909091	0.0	0.5454545454545454
2105	2257	2006-11-25	Aston Villa	Middlesbrough	1	1	11	9	4	4	1	1	18	11	D	D	1	3	0	0	1.66	3.3	4.5	06	0	0.7692307692307693	1.2307692307692308	2.076923076923077	0.07692307692307693	0.23076923076923078	1.1538461538461537	0.6923076923076923	1.1538461538461537	0.0	0.07692307692307693
2106	2258	2006-11-25	Bolton	Arsenal	3	1	10	14	8	7	2	1	11	8	H	H	3	4	0	0	3.3	3.1	2.0	06	1	1.6666666666666667	0.5833333333333334	1.5833333333333333	0.0	0.16666666666666666	0.9230769230769231	0.9230769230769231	1.6923076923076923	0.15384615384615385	0.15384615384615385
2107	2259	2006-11-25	Charlton	Everton	1	1	16	9	8	6	0	0	16	13	D	D	2	0	0	0	2.5	3.1	2.5	06	0	1.3076923076923077	0.8461538461538461	1.7692307692307692	0.15384615384615385	0.15384615384615385	0.6923076923076923	1.5384615384615385	1.5384615384615385	0.15384615384615385	0.3076923076923077
2108	2260	2006-11-25	Fulham	Reading	0	1	10	8	4	2	0	1	6	14	A	A	0	3	1	0	2.15	3.1	3.0	06	0	1.1538461538461537	1.3846153846153846	1.0	0.15384615384615385	0.3076923076923077	1.0769230769230769	1.4615384615384615	1.5384615384615385	0.0	0.23076923076923078
2109	2261	2006-11-25	Liverpool	Man City	1	0	12	6	6	2	0	0	9	20	H	D	2	1	0	0	1.4	3.75	7.0	06	0	0.7692307692307693	1.1538461538461537	1.6923076923076923	0.15384615384615385	0.3076923076923077	1.0769230769230769	1.1538461538461537	1.3846153846153846	0.0	0.07692307692307693
2110	2262	2006-11-25	West Ham	Sheffield United	1	0	12	13	7	5	1	0	16	22	H	H	2	4	0	0	1.72	3.2	4.33	06	0	0.6153846153846154	1.3846153846153846	1.4615384615384615	0.07692307692307693	0.07692307692307693	0.6923076923076923	1.2307692307692308	2.3076923076923075	0.0	0.07692307692307693
2111	2263	2006-11-26	Man United	Chelsea	1	1	8	13	5	7	1	0	16	12	D	H	1	3	0	0	2.3	2.8	3.0	06	0	1.7692307692307692	0.5384615384615384	1.6923076923076923	0.23076923076923078	0.07692307692307693	2.230769230769231	0.46153846153846156	1.3076923076923077	0.0	0.3076923076923077
2112	2264	2006-11-26	Newcastle	Portsmouth	1	0	13	7	10	2	0	0	13	12	H	D	2	2	0	0	2.2	3.1	2.87	06	0	1.4615384615384615	0.8461538461538461	1.2307692307692304	0.0	0.23076923076923078	0.6153846153846154	1.1538461538461537	2.1538461538461537	0.07692307692307693	0.07692307692307693
2113	2265	2006-11-26	Tottenham	Wigan	3	1	11	10	6	5	2	1	12	17	H	H	2	4	0	0	1.72	3.2	4.33	06	1	1.3333333333333333	1.0833333333333333	2.0	0.0	0.5	0.7692307692307693	1.1538461538461537	1.2307692307692308	0.15384615384615385	0.07692307692307693
2114	2266	2006-11-28	Watford	Sheffield United	0	1	9	17	6	7	0	0	20	10	A	D	3	1	1	0	2.2	3.0	3.0	06	0	0.5714285714285714	1.3571428571428572	1.6428571428571428	0.07142857142857142	0.07142857142857142	0.7692307692307693	1.4615384615384615	1.3076923076923077	0.0	0.23076923076923078
2115	2267	2006-11-29	Aston Villa	Man City	1	3	6	11	4	8	0	2	15	11	A	A	1	0	0	0	1.8	3.1	4.0	06	1	0.7142857142857143	1.1428571428571428	1.6428571428571428	0.14285714285714285	0.2857142857142857	1.1428571428571428	0.7142857142857143	1.1428571428571428	0.0	0.07142857142857142
2116	2268	2006-11-29	Bolton	Chelsea	0	1	9	16	3	10	0	1	13	13	A	A	3	1	0	0	5.5	3.3	1.57	06	0	1.7142857142857142	0.5714285714285714	1.7857142857142858	0.21428571428571427	0.07142857142857142	1.0714285714285714	0.9285714285714286	1.7857142857142858	0.14285714285714285	0.21428571428571427
2117	2269	2006-11-29	Fulham	Arsenal	2	1	13	7	7	2	2	1	17	15	H	H	4	5	0	1	5.0	3.3	1.61	06	0	1.6153846153846154	0.7692307692307693	1.7692307692307692	0.0	0.23076923076923078	1.0	1.4285714285714286	1.4285714285714286	0.07142857142857142	0.21428571428571427
2118	2270	2006-11-29	Liverpool	Portsmouth	0	0	15	3	4	1	0	0	13	13	D	D	1	3	0	0	1.44	3.75	6.0	06	0	1.3571428571428572	0.8571428571428571	1.2857142857142851	0.0	0.21428571428571427	1.0714285714285714	1.0714285714285714	1.4285714285714286	0.0	0.07142857142857142
2119	2271	2006-11-29	Man United	Everton	3	0	18	7	6	4	1	0	15	15	H	H	1	1	0	0	1.33	4.0	8.0	06	0	1.2857142857142858	0.8571428571428571	1.6428571428571428	0.14285714285714285	0.14285714285714285	2.142857142857143	0.5	1.2857142857142858	0.0	0.2857142857142857
2120	2272	2006-12-02	Arsenal	Tottenham	3	0	6	7	5	4	2	0	15	15	H	H	1	2	0	0	1.57	3.3	5.5	06	0	0.9285714285714286	1.1428571428571428	1.2857142857142858	0.14285714285714285	0.14285714285714285	1.5714285714285714	0.8571428571428571	2.0	0.07142857142857142	0.21428571428571427
2121	2273	2006-12-02	Blackburn	Fulham	2	0	10	4	6	2	2	0	19	13	H	H	2	2	0	0	1.9	3.1	3.6	06	0	1.0666666666666667	1.4	1.6	0.06666666666666667	0.2	0.8461538461538461	1.3076923076923077	2.3846153846153846	0.23076923076923078	0.23076923076923078
2122	2274	2006-12-02	Middlesbrough	Man United	1	2	13	11	5	7	0	1	12	16	A	A	2	3	0	0	5.5	3.3	1.57	06	0	2.2	0.4666666666666667	1.2666666666666666	0.0	0.26666666666666666	0.7857142857142857	1.2142857142857142	2.1428571428571432	0.07142857142857142	0.21428571428571427
2123	2275	2006-12-02	Portsmouth	Aston Villa	2	2	18	8	6	4	0	1	14	19	D	A	2	4	1	0	2.2	3.0	3.0	06	1	1.1333333333333333	0.8666666666666667	1.1333333333333333	0.0	0.13333333333333333	1.2666666666666666	0.8	1.3999999999999995	0.0	0.2
2124	2277	2006-12-02	Sheffield United	Charlton	2	1	26	8	10	4	0	1	11	14	H	A	1	1	0	0	2.2	3.0	3.0	06	0	0.7142857142857143	1.5	1.5714285714285714	0.14285714285714285	0.2857142857142857	0.6	1.2666666666666666	1.6	0.06666666666666667	0.06666666666666667
2125	2278	2006-12-02	Wigan	Liverpool	0	4	15	9	6	6	0	4	9	14	A	A	2	2	0	0	3.5	3.1	1.95	06	1	1.0	1.0	1.4	0.0	0.06666666666666667	1.3076923076923077	1.2307692307692308	2.1538461538461537	0.0	0.5384615384615384
2126	2279	2006-12-03	Everton	West Ham	2	0	8	16	5	11	0	0	16	9	H	D	2	2	0	0	1.83	3.2	3.75	06	0	0.7142857142857143	1.1428571428571428	2.2857142857142856	0.0	0.07142857142857142	1.2	1.0	1.6	0.13333333333333333	0.13333333333333333
2127	2280	2006-12-04	Man City	Watford	0	0	14	6	12	4	0	0	12	16	D	D	1	3	0	0	1.66	3.1	5.0	06	0	0.7142857142857143	1.4285714285714286	1.4285714285714286	0.07142857142857142	0.21428571428571427	0.8666666666666667	1.1333333333333333	1.5333333333333334	0.13333333333333333	0.3333333333333333
2128	2281	2006-12-05	Charlton	Blackburn	1	0	13	5	10	3	0	0	10	12	H	D	1	2	0	0	2.5	3.1	2.5	06	0	0.9285714285714286	1.2142857142857142	2.357142857142857	0.21428571428571427	0.21428571428571427	0.7333333333333333	1.5333333333333334	1.5333333333333334	0.13333333333333333	0.26666666666666666
2129	2282	2006-12-05	Tottenham	Middlesbrough	2	1	22	6	11	3	0	0	10	16	H	D	0	3	1	1	1.66	3.3	4.5	06	0	0.8	1.2666666666666666	2.1333333333333337	0.06666666666666667	0.2	0.8666666666666667	1.2666666666666666	1.3333333333333333	0.13333333333333333	0.13333333333333333
2130	2283	2006-12-06	Newcastle	Reading	3	2	14	14	8	5	1	2	11	13	H	A	1	1	0	0	2.15	3.1	3.0	06	1	1.1333333333333333	1.2	1.0666666666666667	0.13333333333333333	0.26666666666666666	0.6428571428571429	1.0714285714285714	2.142857142857143	0.07142857142857142	0.07142857142857142
2131	2284	2006-12-06	West Ham	Wigan	0	2	13	9	6	4	0	0	12	16	A	D	0	3	0	0	1.9	3.2	3.5	06	0	1.2142857142857142	1.4285714285714286	2.142857142857143	0.0	0.5714285714285714	0.6666666666666666	1.2	2.2666666666666666	0.0	0.06666666666666667
2132	2285	2006-12-09	Blackburn	Newcastle	1	3	13	16	7	8	0	2	10	5	A	A	1	2	1	0	1.9	3.1	3.6	06	1	0.8	1.1333333333333333	2.066666666666667	0.06666666666666667	0.13333333333333333	0.8666666666666667	1.2	2.3333333333333335	0.2	0.2
2133	2286	2006-12-09	Bolton	West Ham	4	0	17	3	10	1	1	0	11	11	H	H	2	2	0	0	1.8	3.1	4.0	06	1	0.625	1.25	2.125	0.0	0.0625	0.9375	0.9375	1.9375	0.125	0.1875
2134	2287	2006-12-09	Liverpool	Fulham	4	0	32	5	19	3	0	0	7	8	H	D	1	1	0	0	1.33	4.0	8.0	06	1	1.0	1.4375	1.625	0.0625	0.1875	1.1875	0.9375	1.4375	0.0	0.125
2135	2288	2006-12-09	Man United	Man City	3	1	20	15	11	7	2	0	15	19	H	H	1	3	0	1	1.33	4.0	8.0	06	1	0.8125	1.0625	1.5	0.125	0.3125	2.1875	0.5	1.375	0.0	0.25
2136	2289	2006-12-09	Middlesbrough	Wigan	1	1	13	8	7	3	0	1	10	7	D	A	2	1	0	0	2.05	3.1	3.2	06	0	1.2666666666666666	1.3333333333333333	2.2	0.0	0.5333333333333333	0.8125	1.3125	2.1875000000000004	0.125	0.1875
2137	2290	2006-12-09	Portsmouth	Everton	2	0	13	12	8	5	2	0	20	11	H	H	2	4	0	0	2.05	3.0	3.3	06	0	1.25	0.9375	1.625	0.125	0.125	1.3125	0.875	1.4374999999999996	0.0625	0.25
2138	2291	2006-12-09	Tottenham	Charlton	5	1	13	12	9	3	2	1	7	11	H	H	2	4	0	0	1.44	3.6	6.5	06	1	0.75	1.4375	1.5	0.125	0.25	0.9375	1.25	1.25	0.1875	0.125
2139	2292	2006-12-09	Watford	Reading	0	0	8	6	5	1	0	0	14	12	D	D	0	1	0	0	2.5	3.1	2.5	06	0	1.1875	1.3125	1.0625	0.125	0.3125	0.6666666666666666	1.3333333333333333	1.5333333333333334	0.06666666666666667	0.2
2140	2294	2006-12-11	Sheffield United	Aston Villa	2	2	16	7	10	5	0	1	11	16	D	A	2	1	0	0	2.7	3.0	2.37	06	1	1.1875	0.9375	1.3125	0.0	0.1875	0.6875	1.25	1.5625	0.0625	0.0625
2141	2295	2006-12-13	Chelsea	Newcastle	1	0	15	6	8	1	0	0	16	13	H	D	2	2	0	0	1.25	4.5	10.0	06	0	0.9375	1.125	2.0625	0.0625	0.1875	1.625	0.5625	1.75	0.1875	0.0625
2142	2296	2006-12-13	Wigan	Arsenal	0	1	15	9	7	3	0	0	10	7	A	D	1	0	0	0	4.5	3.3	1.66	06	0	1.625	0.8125	1.9375	0.0625	0.1875	1.25	1.3125	2.125	0.0	0.5
2143	2297	2006-12-16	Arsenal	Portsmouth	2	2	14	7	8	5	0	1	13	13	D	A	0	2	0	0	1.33	4.0	8.0	06	1	1.3529411764705883	0.8235294117647058	1.4705882352941173	0.058823529411764705	0.23529411764705882	1.588235294117647	0.7647058823529411	1.8235294117647058	0.058823529411764705	0.17647058823529413
2144	2298	2006-12-16	Aston Villa	Bolton	0	1	15	7	9	3	0	0	16	19	A	D	0	4	0	0	2.15	3.0	3.1	06	0	1.1176470588235294	0.8823529411764706	1.9411764705882353	0.11764705882352941	0.23529411764705882	1.2352941176470589	1.0	1.2941176470588236	0.0	0.23529411764705882
