,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HTHG,HTAG,HF,AF,FTR,HTR,HY,AY,HR,AR,WHH,WHD,WHA,Season,watch,AGS,AGA,AYC,ARC,AWW,HGS,HGA,HYC,HRC,HWW,HP,AP
1483,2004-12-26,Man United,Bolton,2,0,14,8,7,1,1,0,12,14,H,H,0,0,0,0,1.33,4.0,8.0,4,0,1.4444444444444444,1.4444444444444444,1.2777777777777777,0.05555555555555555,0.3333333333333333,1.5555555555555556,0.7222222222222222,0.6111111111111112,0.05555555555555555,0.2222222222222222,34,17
1484,2004-12-26,Norwich,Tottenham,0,2,13,16,8,9,0,0,11,9,A,D,1,0,0,0,2.75,3.2,2.25,4,1,1.1666666666666667,1.0,1.3333333333333333,0.0,0.16666666666666666,0.9444444444444444,1.7777777777777777,0.8888888888888888,0.0,0.5,14,24
1485,2004-12-26,Southampton,Charlton,0,0,12,15,4,5,0,0,7,12,D,D,1,0,0,0,2.37,3.1,2.62,4,0,1.1666666666666667,1.5555555555555556,0.9444444444444444,0.05555555555555555,0.4444444444444444,1.0,1.7222222222222223,1.0555555555555556,0.0,0.4444444444444444,13,24
1486,2004-12-26,West Brom,Liverpool,0,5,2,16,1,8,0,1,12,13,A,A,0,0,1,0,4.5,3.3,1.66,4,1,1.5555555555555556,1.1111111111111112,1.0555555555555556,0.05555555555555555,0.2222222222222222,0.8333333333333334,2.0,1.1111111111111112,0.1111111111111111,0.3888888888888889,9,27
1487,2004-12-28,Aston Villa,Man United,0,1,8,15,6,7,0,1,14,10,A,A,0,3,0,0,3.75,3.3,1.8,4,0,1.5789473684210529,0.6842105263157895,0.5789473684210527,0.05263157894736842,0.21052631578947367,1.1578947368421053,1.2105263157894737,1.368421052631579,0.05263157894736842,0.21052631578947367,22,37
1488,2004-12-28,Bolton,Blackburn,0,1,13,7,5,5,0,1,13,10,A,A,2,2,0,0,1.9,3.2,3.5,4,0,0.9473684210526316,1.6842105263157898,1.7894736842105263,0.21052631578947367,0.3684210526315789,1.368421052631579,1.4736842105263157,1.2105263157894737,0.05263157894736842,0.3157894736842105,17,15
1489,2004-12-28,Charlton,Everton,2,0,12,5,8,3,0,0,13,11,H,D,0,0,0,1,2.5,3.1,2.5,4,0,1.2105263157894737,0.7894736842105263,1.368421052631579,0.10526315789473684,0.3684210526315789,1.1052631578947372,1.4736842105263157,0.8947368421052632,0.05263157894736842,0.42105263157894735,25,40
1490,2004-12-28,Fulham,Birmingham,2,3,10,6,7,5,1,2,9,13,A,A,1,0,0,0,2.25,3.2,2.75,4,1,1.0526315789473684,1.0,1.5263157894736843,0.10526315789473684,0.21052631578947367,1.0526315789473684,1.6842105263157894,1.4210526315789471,0.21052631578947367,0.21052631578947367,17,19
1491,2004-12-28,Liverpool,Southampton,1,0,19,3,11,2,1,0,6,12,H,H,0,3,0,0,1.36,3.75,8.0,4,0,0.9473684210526316,1.631578947368421,1.0526315789473684,0.0,0.42105263157894735,1.7368421052631582,1.0526315789473684,1.0,0.05263157894736842,0.2631578947368421,30,14
1492,2004-12-28,Man City,West Brom,1,1,11,0,4,0,1,0,7,10,D,H,0,0,0,1,1.53,3.5,5.5,4,0,0.7894736842105263,2.1578947368421053,1.0526315789473684,0.15789473684210525,0.42105263157894735,1.2105263157894737,1.0526315789473684,1.2105263157894737,0.15789473684210525,0.3157894736842105,22,9
1493,2004-12-28,Middlesbrough,Norwich,2,0,17,10,11,2,0,0,13,10,H,D,1,1,0,0,1.44,3.6,6.5,4,0,0.8947368421052632,1.7894736842105263,0.8947368421052632,0.0,0.5263157894736842,1.6842105263157894,1.263157894736842,1.2105263157894737,0.05263157894736842,0.5263157894736842,31,14
1494,2004-12-28,Portsmouth,Chelsea,0,2,4,12,2,9,0,0,12,15,A,D,1,3,0,0,6.0,3.4,1.5,4,0,2.0,0.42105263157894735,1.0,0.0,0.42105263157894735,1.263157894736842,1.3157894736842106,1.3157894736842106,0.0,0.3684210526315789,22,43
1495,2004-12-28,Tottenham,Crystal Palace,1,1,17,11,14,7,0,0,10,15,D,D,1,0,0,0,1.53,3.5,5.5,4,0,1.0,1.5789473684210529,1.4210526315789471,0.0,0.3157894736842105,1.2105263157894737,0.9473684210526316,1.263157894736842,0.0,0.21052631578947367,27,13
1496,2004-12-29,Newcastle,Arsenal,0,1,9,13,5,6,0,1,10,21,A,A,1,4,0,0,3.75,3.3,1.8,4,0,2.473684210526316,1.1578947368421053,1.2105263157894737,0.0,0.4736842105263158,1.631578947368421,1.947368421052632,1.6842105263157894,0.05263157894736842,0.5789473684210527,21,38
1497,2005-01-01,Aston Villa,Blackburn,1,0,11,9,3,4,0,0,9,9,H,D,1,0,0,0,1.8,3.3,3.75,4,0,0.95,1.6000000000000003,1.8,0.2,0.35,1.1,1.2,1.3,0.05,0.2,22,18
1498,2005-01-01,Bolton,West Brom,1,1,25,11,15,7,0,1,13,15,D,A,0,1,0,0,1.61,3.3,5.0,4,0,0.8,2.1,1.0,0.2,0.4,1.3,1.45,1.25,0.05,0.3,17,10
1499,2005-01-01,Charlton,Arsenal,1,3,7,8,4,5,1,1,13,15,A,D,1,1,0,0,5.5,3.3,1.57,4,1,2.4,1.1,1.35,0.0,0.45,1.15,1.4,0.85,0.05,0.4,28,41
1500,2005-01-01,Fulham,Crystal Palace,3,1,12,7,6,3,1,1,11,18,H,D,1,3,0,0,1.9,3.2,3.5,4,1,1.0,1.55,1.35,0.0,0.3,1.1,1.75,1.4,0.2,0.25,17,14
1501,2005-01-01,Liverpool,Chelsea,0,1,14,8,7,7,0,0,14,16,A,D,2,2,0,0,2.8,3.2,2.2,4,0,2.0,0.4,1.1,0.0,0.4,1.7,1.0,0.95,0.05,0.25,33,46
1502,2005-01-01,Man City,Southampton,2,1,15,6,8,1,2,0,12,9,H,H,0,0,0,0,1.7,3.3,4.33,4,0,0.9,1.6,1.15,0.0,0.4,1.2,1.05,1.15,0.15,0.3,23,14
1503,2005-01-01,Middlesbrough,Man United,0,2,6,13,2,7,0,1,13,9,A,A,1,0,0,0,3.0,3.2,2.1,4,0,1.55,0.65,0.7,0.05,0.2,1.7,1.2,1.2,0.05,0.5,34,40
1504,2005-01-01,Newcastle,Birmingham,2,1,8,10,4,8,2,0,8,14,H,H,1,2,0,0,1.9,3.2,3.5,4,0,1.15,1.05,1.45,0.1,0.25,1.55,1.9,1.65,0.05,0.55,21,22
1505,2005-01-01,Portsmouth,Norwich,1,1,14,6,6,5,0,1,13,6,D,A,3,0,0,1,1.7,3.3,4.33,4,0,0.85,1.8,0.9,0.0,0.5,1.2,1.35,1.3,0.0,0.35,22,14
1506,2005-01-01,Tottenham,Everton,5,2,14,6,12,3,2,1,8,13,H,H,0,0,0,0,2.25,3.2,2.75,4,1,1.15,0.85,1.3,0.15,0.35,1.2,0.95,1.25,0.0,0.2,28,40
1507,2005-01-03,Blackburn,Charlton,1,0,16,9,11,6,1,0,11,14,H,H,2,3,0,0,2.3,3.2,2.62,4,0,1.1428571428571432,1.4761904761904765,0.8571428571428571,0.047619047619047616,0.42857142857142855,0.9047619047619048,1.5714285714285718,1.7142857142857142,0.19047619047619047,0.3333333333333333,18,28
1508,2005-01-03,Crystal Palace,Aston Villa,2,0,14,12,9,6,1,0,8,14,H,H,2,3,0,0,2.5,3.25,2.4,4,0,1.0952380952380951,1.1428571428571428,1.2857142857142858,0.047619047619047616,0.19047619047619047,1.0,1.619047619047619,1.4285714285714286,0.0,0.3333333333333333,14,25
1509,2005-01-03,Norwich,Liverpool,1,2,7,11,4,6,0,0,16,19,A,D,2,3,0,0,5.0,3.1,1.66,4,0,1.619047619047619,1.0,1.0,0.047619047619047616,0.2380952380952381,0.8571428571428571,1.761904761904762,0.8571428571428571,0.047619047619047616,0.4761904761904762,15,33
1510,2005-01-03,West Brom,Newcastle,0,0,8,12,5,7,0,0,9,7,D,D,2,0,0,0,3.5,3.2,1.9,4,0,1.5714285714285714,1.8571428571428568,1.619047619047619,0.047619047619047616,0.5238095238095238,0.8095238095238095,2.0476190476190474,1.0,0.19047619047619047,0.3809523809523809,11,24
1511,2005-01-04,Arsenal,Man City,1,1,13,5,9,4,0,1,10,13,D,A,3,3,0,0,1.25,5.0,8.0,4,0,1.238095238095238,1.0476190476190477,1.0952380952380951,0.14285714285714285,0.2857142857142857,2.4285714285714284,1.0952380952380951,1.3333333333333333,0.0,0.4761904761904762,44,26
1512,2005-01-04,Birmingham,Bolton,1,2,14,11,8,6,0,1,12,12,A,A,2,2,0,0,1.8,3.3,3.75,4,1,1.2857142857142858,1.4285714285714286,1.1904761904761905,0.047619047619047616,0.2857142857142857,1.1428571428571428,1.0952380952380951,1.4761904761904765,0.09523809523809523,0.2380952380952381,22,18
1513,2005-01-04,Chelsea,Middlesbrough,2,0,14,2,10,1,2,0,15,9,H,H,2,1,0,0,1.36,3.75,8.0,4,0,1.619047619047619,1.238095238095238,1.1904761904761905,0.047619047619047616,0.4761904761904762,1.9523809523809523,0.3809523809523809,1.1428571428571428,0.0,0.3809523809523809,49,34
1514,2005-01-04,Everton,Portsmouth,2,1,17,9,7,6,1,1,5,9,H,D,0,0,0,0,1.72,3.4,4.0,4,1,1.1904761904761905,1.3333333333333333,1.380952380952381,0.0,0.3333333333333333,1.1904761904761905,1.0476190476190477,1.238095238095238,0.14285714285714285,0.3809523809523809,40,23
1515,2005-01-04,Man United,Tottenham,0,0,23,7,16,5,0,0,11,13,D,D,1,2,0,0,1.44,3.6,6.5,4,0,1.380952380952381,1.0,1.1904761904761905,0.0,0.2380952380952381,1.5714285714285714,0.6190476190476191,0.6666666666666666,0.047619047619047616,0.19047619047619047,43,31
1516,2005-01-05,Southampton,Fulham,3,3,8,12,5,7,2,2,16,16,D,D,2,2,0,0,2.37,3.3,2.5,4,1,1.1904761904761905,1.7142857142857142,1.380952380952381,0.19047619047619047,0.2857142857142857,0.9047619047619048,1.619047619047619,1.0952380952380951,0.0,0.3809523809523809,14,20
1517,2005-01-15,Aston Villa,Norwich,3,0,22,7,10,1,2,0,15,12,H,H,0,0,0,0,1.66,3.3,4.5,4,0,0.8636363636363636,1.7727272727272727,0.9090909090909092,0.045454545454545456,0.4545454545454545,1.0454545454545456,1.181818181818182,1.3636363636363638,0.045454545454545456,0.18181818181818185,25,15
1518,2005-01-15,Bolton,Arsenal,1,0,9,11,3,7,1,0,8,8,H,H,2,1,0,0,6.0,3.4,1.5,4,0,2.3636363636363638,1.0909090909090908,1.4090909090909092,0.0,0.4545454545454545,1.3181818181818183,1.4090909090909092,1.2272727272727273,0.045454545454545456,0.3181818181818182,21,45
1519,2005-01-15,Charlton,Birmingham,3,1,10,10,6,6,1,0,11,10,H,H,0,2,0,0,1.9,3.2,3.5,4,1,1.1363636363636365,1.1363636363636365,1.5,0.09090909090909093,0.2727272727272727,1.0909090909090908,1.4545454545454546,0.9545454545454546,0.045454545454545456,0.4090909090909091,28,22
1520,2005-01-15,Liverpool,Man United,0,1,13,5,5,2,0,1,12,25,A,A,2,4,0,1,2.62,2.9,2.5,4,0,1.5,0.5909090909090909,0.6818181818181818,0.045454545454545456,0.18181818181818185,1.6363636363636365,1.0,1.0909090909090908,0.045454545454545456,0.2272727272727273,36,44
1521,2005-01-15,Man City,Crystal Palace,3,1,16,7,9,2,2,1,10,11,H,H,2,1,0,0,1.66,3.3,4.5,4,1,1.0454545454545454,1.5454545454545454,1.4545454545454546,0.0,0.3181818181818182,1.2272727272727273,1.0454545454545454,1.181818181818182,0.13636363636363635,0.2727272727272727,27,17
1522,2005-01-15,Newcastle,Southampton,2,1,22,9,17,6,2,1,12,20,H,H,0,2,0,0,1.57,3.3,5.5,4,0,1.0,1.681818181818182,1.1363636363636365,0.0,0.4090909090909091,1.5,1.7727272727272727,1.5454545454545454,0.045454545454545456,0.5,25,15
1523,2005-01-15,Portsmouth,Blackburn,0,1,11,14,1,6,0,0,13,23,A,D,2,6,2,0,1.95,3.2,3.3,4,0,0.9090909090909092,1.5000000000000002,1.7272727272727273,0.18181818181818185,0.3181818181818182,1.181818181818182,1.3636363636363635,1.318181818181818,0.0,0.3636363636363637,23,21
1524,2005-01-15,Tottenham,Chelsea,0,2,12,12,4,5,0,1,14,12,A,A,2,4,0,0,4.5,3.1,1.72,4,0,1.9545454545454544,0.3636363636363637,1.181818181818182,0.0,0.3636363636363637,1.318181818181818,0.9545454545454546,1.2272727272727273,0.0,0.2272727272727273,32,52
1525,2005-01-16,Fulham,West Brom,1,0,8,7,4,6,0,0,12,12,H,D,3,1,0,0,1.72,3.1,4.5,4,0,0.7727272727272727,1.9545454545454544,1.0454545454545454,0.18181818181818185,0.3636363636363637,1.2727272727272727,1.7727272727272727,1.4090909090909092,0.18181818181818185,0.3181818181818182,21,12
1526,2005-01-16,Middlesbrough,Everton,1,1,18,13,12,5,1,0,12,10,D,H,1,2,0,0,2.1,3.0,3.2,4,0,1.2272727272727273,1.0454545454545454,1.181818181818182,0.13636363636363635,0.4090909090909091,1.5454545454545454,1.2727272727272727,1.181818181818182,0.045454545454545456,0.4545454545454545,34,43
1527,2005-01-22,Birmingham,Fulham,1,2,8,6,5,3,0,0,16,11,A,D,1,3,0,0,1.9,3.2,3.5,4,0,1.2608695652173914,1.6956521739130437,1.4782608695652173,0.17391304347826084,0.3043478260869565,1.1304347826086958,1.2173913043478262,1.5217391304347827,0.08695652173913042,0.3043478260869565,22,24
1528,2005-01-22,Chelsea,Portsmouth,3,0,14,9,9,5,3,0,2,9,H,H,0,0,0,0,1.2,5.0,11.0,4,0,1.1304347826086956,1.3478260869565215,1.3478260869565215,0.08695652173913042,0.3478260869565217,1.9565217391304348,0.3478260869565217,1.3043478260869563,0.0,0.3478260869565217,55,23
1529,2005-01-22,Crystal Palace,Tottenham,3,0,8,12,7,6,0,0,9,14,H,D,1,2,0,0,3.0,3.1,2.15,4,0,1.2608695652173914,1.0,1.2608695652173914,0.0,0.21739130434782608,1.0434782608695652,1.608695652173913,1.4347826086956519,0.0,0.3478260869565217,17,32
1530,2005-01-22,Everton,Charlton,0,1,12,4,7,3,0,1,13,10,A,A,1,2,0,0,1.8,3.25,3.8,4,0,1.173913043478261,1.4347826086956519,0.9130434782608696,0.043478260869565216,0.43478260869565216,1.2173913043478262,1.0434782608695652,1.2173913043478262,0.13043478260869565,0.39130434782608703,44,31
1531,2005-01-22,Man United,Aston Villa,3,1,18,10,11,6,1,0,11,21,H,H,2,5,0,0,1.28,4.33,8.5,4,1,1.1304347826086958,1.1304347826086956,1.3043478260869568,0.043478260869565216,0.17391304347826084,1.4782608695652173,0.5652173913043478,0.8260869565217391,0.08695652173913042,0.17391304347826084,47,28
1532,2005-01-22,Norwich,Middlesbrough,4,4,17,22,9,15,1,1,11,16,D,D,0,3,0,0,2.8,3.1,2.25,4,1,1.5217391304347827,1.2608695652173914,1.173913043478261,0.043478260869565216,0.43478260869565216,0.8260869565217391,1.826086956521739,0.8695652173913043,0.043478260869565216,0.43478260869565216,15,35
1533,2005-01-22,Southampton,Liverpool,2,0,11,11,7,2,2,0,10,12,H,H,1,2,0,0,4.33,3.2,1.72,4,0,1.5652173913043481,1.0,1.1304347826086956,0.043478260869565216,0.21739130434782608,1.0,1.6956521739130437,1.173913043478261,0.0,0.39130434782608703,15,36
1534,2005-01-22,West Brom,Man City,2,0,13,11,6,5,1,0,9,12,H,H,2,0,0,0,2.87,3.1,2.2,4,0,1.3043478260869563,1.0434782608695652,1.2173913043478262,0.13043478260869565,0.3043478260869565,0.7391304347826086,1.9130434782608696,1.0434782608695652,0.17391304347826084,0.3478260869565217,12,30
1535,2005-01-23,Arsenal,Newcastle,1,0,13,4,8,1,1,0,17,19,H,H,2,3,0,0,1.4,3.5,8.0,4,0,1.5217391304347827,1.7391304347826086,1.4782608695652173,0.043478260869565216,0.4782608695652174,2.260869565217391,1.0869565217391306,1.391304347826087,0.0,0.43478260869565216,45,28
1536,2005-01-24,Blackburn,Bolton,0,1,9,6,4,3,0,0,16,19,A,D,1,4,0,0,2.25,3.0,2.87,4,0,1.3043478260869568,1.3478260869565215,1.2608695652173914,0.043478260869565216,0.3043478260869565,0.9130434782608696,1.4347826086956526,1.9130434782608696,0.17391304347826084,0.3043478260869565,24,24
1537,2005-02-01,Arsenal,Man United,2,4,11,10,10,9,2,1,20,16,A,H,2,4,0,1,2.2,3.0,3.0,4,1,1.5416666666666667,0.5833333333333333,0.875,0.08333333333333333,0.20833333333333331,2.208333333333333,1.0416666666666667,1.4166666666666667,0.0,0.4166666666666667,48,50
1538,2005-02-01,Bolton,Tottenham,3,1,15,11,9,5,0,0,9,17,H,D,0,2,0,1,2.25,3.2,2.75,4,1,1.2083333333333333,1.0833333333333333,1.2916666666666667,0.0,0.20833333333333331,1.291666666666667,1.2916666666666667,1.375,0.04166666666666666,0.2916666666666667,27,32
1539,2005-02-01,Charlton,Liverpool,1,2,4,19,3,7,1,0,11,15,A,H,0,0,0,0,2.62,3.2,2.3,4,0,1.5,1.0416666666666667,1.1666666666666663,0.04166666666666666,0.20833333333333331,1.1666666666666667,1.375,0.9583333333333334,0.04166666666666666,0.4166666666666667,34,36
1540,2005-02-01,Portsmouth,Middlesbrough,2,1,14,9,5,2,1,1,9,8,H,D,1,2,0,0,2.4,3.25,2.5,4,0,1.625,1.375,1.2500000000000002,0.04166666666666666,0.4583333333333333,1.0833333333333333,1.4166666666666663,1.2916666666666667,0.08333333333333333,0.3333333333333333,23,36
1541,2005-02-01,West Brom,Crystal Palace,2,2,12,4,7,4,0,0,17,11,D,D,1,0,0,1,2.25,3.1,2.8,4,1,1.125,1.5416666666666667,1.4166666666666667,0.0,0.3333333333333333,0.7916666666666666,1.8333333333333333,1.0833333333333333,0.16666666666666666,0.3333333333333333,15,20
1542,2005-02-02,Birmingham,Southampton,2,1,12,6,4,3,2,0,11,18,H,H,0,2,0,0,1.8,3.3,3.75,4,0,1.0416666666666667,1.625,1.1666666666666667,0.0,0.375,1.1250000000000002,1.25,1.5,0.08333333333333333,0.2916666666666667,22,18
1543,2005-02-02,Blackburn,Chelsea,0,1,11,6,2,3,0,1,24,15,A,A,2,2,0,0,6.5,3.6,1.44,4,0,2.0,0.3333333333333333,1.25,0.0,0.3333333333333333,0.875,1.416666666666667,1.875,0.16666666666666666,0.2916666666666667,24,58
1544,2005-02-02,Everton,Norwich,1,0,18,11,4,6,0,0,12,16,H,D,1,0,0,0,1.53,3.5,5.5,4,0,0.9583333333333334,1.9166666666666667,0.8333333333333334,0.04166666666666666,0.4583333333333333,1.1666666666666667,1.0416666666666667,1.2083333333333333,0.125,0.375,44,16
1545,2005-02-02,Fulham,Aston Villa,1,1,12,12,3,2,0,0,12,17,D,D,1,3,0,0,2.2,3.1,2.87,4,0,1.1250000000000002,1.2083333333333333,1.4583333333333337,0.04166666666666666,0.20833333333333331,1.2916666666666667,1.6666666666666667,1.5416666666666667,0.16666666666666666,0.2916666666666667,27,28
1546,2005-02-02,Man City,Newcastle,1,1,5,3,1,1,0,1,11,18,D,A,2,3,0,0,2.25,3.2,2.75,4,0,1.4583333333333333,1.7083333333333333,1.5416666666666667,0.04166666666666666,0.4583333333333333,1.25,1.0833333333333333,1.1666666666666667,0.125,0.2916666666666667,30,28
1547,2005-02-05,Aston Villa,Arsenal,1,3,5,15,1,6,0,3,13,11,A,A,2,0,0,0,5.0,3.3,1.61,4,1,2.2,1.16,1.44,0.0,0.44,1.1200000000000003,1.2,1.5200000000000002,0.04,0.2,29,48
1548,2005-02-05,Crystal Palace,Bolton,0,1,17,9,7,6,0,1,16,10,A,A,0,1,0,0,2.5,3.1,2.5,4,0,1.3600000000000003,1.28,1.32,0.04,0.32,1.16,1.56,1.36,0.04,0.36,21,30
1549,2005-02-05,Liverpool,Fulham,3,1,10,6,7,2,1,1,12,13,H,D,1,4,0,0,1.5,3.4,6.0,4,1,1.28,1.64,1.52,0.16,0.28,1.52,1.04,1.12,0.04,0.2,39,28
1550,2005-02-05,Man United,Birmingham,2,0,17,7,11,1,0,0,10,16,H,D,1,3,0,0,1.25,4.5,10.0,4,0,1.1600000000000004,1.24,1.44,0.08,0.28,1.64,0.6399999999999999,1.0,0.12,0.24,53,25
1551,2005-02-05,Middlesbrough,Blackburn,1,0,13,6,7,3,1,0,14,10,H,H,1,2,1,0,1.8,2.9,4.5,4,0,0.84,1.4000000000000004,1.88,0.16,0.28,1.6,1.4,1.2800000000000002,0.04,0.44,36,24
1552,2005-02-05,Newcastle,Charlton,1,1,21,8,10,2,0,0,10,12,D,D,1,1,0,0,1.8,3.3,3.75,4,0,1.16,1.4,0.92,0.04,0.4,1.44,1.68,1.6,0.04,0.44,29,34
1553,2005-02-05,Norwich,West Brom,3,2,13,15,7,8,1,1,18,13,H,D,0,3,0,0,2.1,3.1,3.1,4,1,0.84,1.84,1.08,0.16,0.36,0.92,1.88,0.8,0.04,0.44,16,16
1554,2005-02-05,Tottenham,Portsmouth,3,1,18,6,10,3,1,1,10,8,H,D,0,0,0,0,1.66,3.3,4.5,4,1,1.12,1.3999999999999997,1.28,0.08,0.32,1.2,1.16,1.32,0.04,0.24,32,26
1555,2005-02-06,Chelsea,Man City,0,0,11,5,8,2,0,0,9,11,D,D,2,1,0,0,1.2,5.0,11.0,4,0,1.24,1.08,1.2,0.12,0.28,1.96,0.32,1.28,0.0,0.32,61,31
1556,2005-02-06,Southampton,Everton,2,2,21,8,9,4,1,1,15,11,D,D,0,2,0,0,2.6,3.1,2.4,4,1,1.16,1.0,1.2,0.12,0.36,1.04,1.64,1.2,0.0,0.36,18,47
1557,2005-02-12,Birmingham,Liverpool,2,0,5,6,3,2,2,0,16,10,H,H,2,0,0,0,3.0,3.1,2.15,4,0,1.5769230769230769,1.0384615384615383,1.1153846153846152,0.038461538461538464,0.2307692307692308,1.115384615384616,1.2692307692307692,1.5,0.07692307692307693,0.2692307692307693,25,42
1558,2005-02-12,Blackburn,Norwich,3,0,18,9,13,6,2,0,15,14,H,H,2,1,0,0,1.83,3.0,4.0,4,1,1.0,1.8846153846153848,0.7692307692307693,0.038461538461538464,0.4615384615384616,0.8076923076923077,1.3846153846153848,1.8846153846153848,0.15384615384615385,0.2692307692307693,24,19
1559,2005-02-12,Bolton,Middlesbrough,0,0,13,5,8,2,0,0,11,15,D,D,0,1,0,0,2.05,3.1,3.2,4,0,1.5769230769230769,1.3461538461538465,1.2692307692307696,0.07692307692307693,0.4230769230769231,1.3461538461538465,1.2307692307692308,1.3076923076923077,0.038461538461538464,0.3076923076923077,33,39
1560,2005-02-12,Everton,Chelsea,0,1,4,25,2,11,0,0,14,9,A,D,1,2,1,0,4.33,3.2,1.72,4,0,1.8846153846153848,0.3076923076923077,1.3076923076923077,0.0,0.3076923076923077,1.192307692307692,1.0384615384615383,1.2307692307692308,0.1153846153846154,0.38461538461538464,48,62
1561,2005-02-12,Portsmouth,Aston Villa,1,2,9,6,3,4,1,1,14,22,A,D,2,1,0,0,2.1,3.2,3.0,4,0,1.1153846153846156,1.2692307692307692,1.5384615384615388,0.038461538461538464,0.2307692307692308,1.1153846153846154,1.4615384615384612,1.2307692307692308,0.07692307692307693,0.3461538461538461,26,29
1562,2005-02-13,Man City,Man United,0,2,9,10,3,3,0,0,9,14,A,D,2,3,0,0,4.2,3.0,1.8,4,0,1.6538461538461535,0.6153846153846153,1.0,0.1153846153846154,0.2307692307692308,1.1923076923076923,1.0384615384615383,1.1923076923076923,0.1153846153846154,0.2692307692307693,32,56
1563,2005-02-14,Arsenal,Crystal Palace,5,1,17,6,12,3,3,0,8,17,H,H,1,2,0,0,1.16,5.5,12.0,4,1,1.1153846153846152,1.5384615384615383,1.3076923076923077,0.038461538461538464,0.3461538461538461,2.2307692307692304,1.1538461538461535,1.3846153846153846,0.0,0.4615384615384616,51,21
1564,2005-02-22,West Brom,Southampton,0,0,9,11,4,7,0,0,15,15,D,D,2,3,0,0,2.2,3.2,2.8,4,0,1.0769230769230769,1.6538461538461535,1.1538461538461535,0.0,0.38461538461538464,0.8846153846153846,1.8846153846153848,1.1538461538461535,0.15384615384615385,0.38461538461538464,16,19
1565,2005-02-26,Aston Villa,Everton,1,3,9,15,6,9,0,1,22,17,A,A,3,0,0,0,2.15,3.1,3.0,4,1,1.148148148148148,1.0370370370370372,1.2222222222222223,0.14814814814814814,0.3703703703703704,1.1481481481481484,1.2592592592592593,1.5185185185185188,0.037037037037037035,0.2222222222222222,32,48
1566,2005-02-26,Crystal Palace,Birmingham,2,0,8,9,2,5,1,0,23,15,H,H,3,3,0,0,2.4,3.1,2.6,4,0,1.1481481481481486,1.2222222222222223,1.5185185185185186,0.07407407407407407,0.2592592592592593,1.111111111111111,1.6666666666666667,1.3333333333333333,0.037037037037037035,0.3703703703703704,21,28
1567,2005-02-26,Man United,Portsmouth,2,1,13,8,6,4,1,0,15,15,H,H,1,2,0,0,1.2,5.0,11.0,4,0,1.1111111111111112,1.4814814814814812,1.2592592592592593,0.07407407407407407,0.3333333333333333,1.6666666666666667,0.5925925925925926,1.0740740740740742,0.1111111111111111,0.2222222222222222,59,26
1568,2005-02-26,Southampton,Arsenal,1,1,10,17,3,12,0,1,9,13,D,A,1,1,1,1,5.5,3.5,1.53,4,0,2.333333333333333,1.148148148148148,1.3703703703703705,0.0,0.4814814814814815,1.037037037037037,1.5925925925925926,1.2222222222222223,0.0,0.3703703703703704,20,54
1569,2005-02-26,Tottenham,Fulham,2,0,18,8,8,5,0,0,6,13,H,D,0,1,0,0,1.7,3.3,4.33,4,0,1.2692307692307692,1.6923076923076923,1.6153846153846154,0.15384615384615385,0.3076923076923077,1.2692307692307692,1.1538461538461535,1.2692307692307692,0.038461538461538464,0.2692307692307692,35,28
1570,2005-02-27,Middlesbrough,Charlton,2,2,21,5,18,2,0,1,10,15,D,A,0,3,0,0,1.9,3.2,3.5,4,1,1.1538461538461535,1.3846153846153846,0.9230769230769232,0.038461538461538464,0.38461538461538464,1.5185185185185186,1.2962962962962965,1.2592592592592595,0.07407407407407407,0.4074074074074074,40,35
1571,2005-02-27,Newcastle,Bolton,2,1,14,4,9,2,1,1,12,19,H,D,0,2,0,0,1.83,3.2,3.75,4,0,1.2962962962962965,1.1851851851851851,1.2592592592592593,0.037037037037037035,0.2962962962962963,1.4230769230769231,1.6538461538461535,1.5769230769230769,0.038461538461538464,0.4230769230769231,30,34
1572,2005-03-05,Arsenal,Portsmouth,3,0,11,5,6,2,1,0,12,15,H,H,0,2,0,0,1.3,4.2,8.5,4,0,1.1071428571428572,1.4999999999999998,1.2857142857142858,0.07142857142857142,0.32142857142857145,2.2857142857142856,1.1428571428571426,1.3571428571428572,0.03571428571428571,0.4642857142857143,55,26
1573,2005-03-05,Aston Villa,Middlesbrough,2,0,8,5,4,1,0,0,8,6,H,D,1,2,0,0,2.2,3.1,2.87,4,0,1.5357142857142858,1.3214285714285714,1.2142857142857146,0.07142857142857142,0.42857142857142855,1.1428571428571432,1.3214285714285714,1.5714285714285716,0.03571428571428571,0.25,32,41
1574,2005-03-05,Crystal Palace,Man United,0,0,2,16,1,9,0,0,12,9,D,D,5,4,1,0,6.5,3.6,1.44,4,0,1.6785714285714286,0.6071428571428571,1.0714285714285716,0.10714285714285714,0.21428571428571427,1.1428571428571428,1.6071428571428572,1.3928571428571428,0.03571428571428571,0.35714285714285715,24,62
1575,2005-03-05,Fulham,Charlton,0,0,10,9,5,6,0,0,9,12,D,D,3,2,0,0,2.3,3.1,2.75,4,0,1.1851851851851851,1.4074074074074074,1.0,0.037037037037037035,0.4074074074074074,1.2222222222222223,1.7037037037037035,1.5925925925925926,0.14814814814814814,0.2962962962962963,28,36
